,question,context,answer
,List the top 5 dates with the highest total transaction amounts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, SUM(transaction_amount) AS total_transaction_amount FROM master_table GROUP BY date ORDER BY total_transaction_amount DESC LIMIT 5;"
,How many transactions were made on weekends?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT COUNT(*) FROM master_table WHERE DAYOFWEEK(date) IN (1, 7);"
,List the top 10 dates with the lowest total transaction amounts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, SUM(transaction_amount) AS total_transaction_amount FROM master_table GROUP BY date ORDER BY total_transaction_amount ASC LIMIT 10;"
,How many transactions occurred in each month?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT MONTH(date) AS month, COUNT(*) AS total_transactions FROM master_table GROUP BY month;"
,Identify the dates with the highest number of cash withdrawals.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(*) AS withdrawal_count FROM master_table WHERE transaction_type = 'withdrawals' GROUP BY date ORDER BY withdrawal_count DESC LIMIT 1;"
,"Calculate the total transactions per hour on a specific date and hour (e.g., 2023-12-30  at 12:00).","CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) As Total_transaction FROM master_table WHERE date = '2023-12-30 12:00:00';
,How many unique denominations were used for transactions?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(DISTINCT denomination_id) FROM master_table;
,Find the ATM model with the lowest total transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT atm_model_name, SUM(transaction_amount) AS total_transactions_amount FROM master_table GROUP BY atm_model_name ORDER BY total_transactions_amount ASC LIMIT 1;"
,How many transactions occurred on weekdays?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) FROM transactions WHERE DAYOFWEEK(date) BETWEEN 2 AND 6;
,"What is the total transaction amount on a specific date (e.g., 2023-12-30)?","CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT SUM(transaction_amount) AS total_amount FROM master_table WHERE date = '2023-12-30';
,List the top 5 dates with the highest number of cash withdrawals.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(*) AS withdrawal_count FROM master_table WHERE transaction_type = 'withdrawals' GROUP BY date ORDER BY withdrawal_count DESC LIMIT 5;"
,List the dates with more than 500 transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM master_table GROUP BY date HAVING COUNT(*) > 500;
,How many transactions occurred in each year?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT YEAR(date) AS year, COUNT(*) AS total_transactions FROM master_table GROUP BY year;"
,List the top 5 dates with the highest total cash deposits.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, SUM(transaction_amount) AS total_cash_deposits FROM master_table WHERE transaction_type = 'deposits' GROUP BY date ORDER BY total_cash_deposits DESC LIMIT 5;"
,How many transactions occurred in each quarter of the year?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT QUARTER(date) AS quarter, COUNT(*) AS total_transactions FROM master_table GROUP BY quarter;"
,Identify the ATM models with only cash withdrawals and no deposits.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT atm_model_name FROM master_table WHERE transaction_type = 'withdrawals' GROUP BY atm_model_name HAVING COUNT(*) > 0 AND COUNT(DISTINCT transaction_type) = 1;
,What is the average transaction amount for each year?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT YEAR(date) AS year, AVG(transaction_amount) AS average_amount FROM master_table GROUP BY year;"
,List the top 5 dates with the highest total ATM model counts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(DISTINCT atm_model_name) AS total_models FROM master_table GROUP BY date ORDER BY total_models DESC LIMIT 5;"
,Identify the denominations with the lowest total transaction amount.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type, transaction_amount from master_table order by transaction_amount ASC limit 1;"
,List the top 10 dates with the highest total ATM model counts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(DISTINCT atm_model_name) AS total_models FROM master_table GROUP BY date ORDER BY total_models DESC LIMIT 10;"
,How many transactions occurred in each month of the year?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT MONTH(date) AS month, COUNT(*) AS total_transactions FROM master_table GROUP BY month;"
,List the dates with more than 200 cash withdrawals.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM master_table WHERE transaction_type = 'withdrawals' GROUP BY date HAVING COUNT(*) > 200;
,List the dates with more than 300 cash deposits.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM master_table WHERE transaction_type = 'deposits' GROUP BY date HAVING COUNT(*) > 300;
,How many unique customers have made transactions?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(DISTINCT customer_id) FROM transactions;
,List the top 5 dates with the highest total transaction amounts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, SUM(transaction_amount) AS total_amount FROM master_table GROUP BY date ORDER BY total_amount DESC LIMIT 5;"
,How many transactions occurred in each month?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT MONTH(date) AS month, COUNT(*) AS total_transactions FROM transactions GROUP BY month;"
,Identify the dates with the highest number of withdrawals.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(*) AS withdrawal_count FROM master_table WHERE transaction_type = 'withdrawals' GROUP BY date ORDER BY withdrawal_count DESC LIMIT 1;"
,"Calculate the total transactions per hour on a specific date and hour (e.g., 2024-03-10 at 14:00).","CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) FROM master_table WHERE date = '2024-03-10 14:00:00';
,List the dates with more than 100 transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM master_table GROUP BY date HAVING COUNT(*) > 100;
,"What is the total transaction amount on a specific date (e.g., 2023-04-05)?","CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT SUM(transaction_amount) AS total_amount FROM master_table WHERE date = '2023-04-05';
,How many transactions occurred in each hour of the day?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT HOUR(date) AS hour, COUNT(*) AS total_transactions FROM master_table GROUP BY hour;"
,What is the total number of transactions in the database?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) FROM master_table;
,Identify the accounts with the highest total transaction amount.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT account_number, SUM(transaction_amount) AS total_amount FROM master_table GROUP BY account_number ORDER BY total_amount DESC LIMIT 1;"
,What is the average transaction amount for each year?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT YEAR(date) AS year, AVG(transaction_amount) AS average_amount FROM master_table GROUP BY year;"
,List the top 10 dates with the highest total ATM model counts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(DISTINCT atm_model_id) AS total_models FROM transactions GROUP BY date ORDER BY total_models DESC LIMIT 10;"
,Identify the denominations with the highest total transaction amount.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type,transaction_amount from master_table order by transaction_amount DESC limit 1;"
,Identify the denominations with the lowest total transaction amount.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type,transaction_amount from master_table order by transaction_amount ASC limit 1;"
,How many transactions occurred in each month of the year?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT MONTH(date) AS month, COUNT(*) AS total_transactions FROM master_table GROUP BY month;"
,What is the total amount of cash deposited on 2023-12-30?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT SUM(transaction_amount) FROM master_table WHERE date = '2023-12-30';
,"Calculate the total transactions per hour on a specific date and hour (e.g., 2023-12-30 at 14:00).","CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) FROM master_table WHERE date = '2023-12-30 14:00:00';
,Identify the ATMs with only withdrawals and no deposits.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT atm_model_name FROM master_table WHERE transaction_type = 'withdrawals' GROUP BY atm_model_name HAVING COUNT(DISTINCT transaction_type) = 1;
,What is the average transaction amount per hour?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT HOUR(date) AS hour, AVG(transaction_amount) AS average_amount FROM master_table GROUP BY hour;"
,List the top 5 dates with the highest total transaction amounts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, SUM(transaction_amount) AS total_transaction_amount FROM master_table GROUP BY date ORDER BY total_transaction_amount DESC LIMIT 5;"
,How many transactions occurred in each month?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT MONTH(date) AS month, COUNT(*) AS total_transactions FROM master_table GROUP BY month;"
,Identify the dates with the highest number of withdrawals.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(*) AS withdrawal_count FROM master_table WHERE transaction_type = 'withdrawals' GROUP BY date ORDER BY withdrawal_count DESC LIMIT 1;"
,"Calculate the total transactions per hour on a specific date and hour (e.g., 2023-12-30 at 12:00).","CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) FROM master_table WHERE date = '2023-12-30 12:00:00';
,List the dates with more than 100 transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM master_table GROUP BY date HAVING COUNT(*) > 100;
,How many transactions occurred on weekdays?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) FROM master_table WHERE DAYOFWEEK(date) BETWEEN 2 AND 6;
,List the top 5 dates with the highest number of deposit transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(*) AS deposit_count FROM master_table WHERE transaction_type = 'deposit' GROUP BY date ORDER BY deposit_count DESC LIMIT 5;"
,How many transactions occurred in each hour of the day?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT HOUR(date) AS hour, COUNT(*) AS total_transactions FROM master_table GROUP BY hour;"
,List the top 10 dates with the highest total transaction amounts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, SUM(amount) AS total_amount FROM atm_transactions GROUP BY date ORDER BY total_amount DESC LIMIT 10;"
,List the dates with more than 200 withdrawals.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM atm_transactions WHERE transaction_type = 'withdrawal' GROUP BY date HAVING COUNT(*) > 200;
,What is the total number of transactions in the ATM system?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) FROM master_table;
,Identify the ATMs with the highest total transaction amounts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT atm_model_name, SUM(transaction_amount) AS total_amount FROM master_table GROUP BY atm_model_name ORDER BY total_amount DESC LIMIT 1;"
,List the dates with more than 300 deposit transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM master_table WHERE transaction_type = 'deposit' GROUP BY date HAVING COUNT(*) > 300;
,List the dates with more than 500 transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM atm_transactions GROUP BY date HAVING COUNT(*) > 500;
,Identify the ATM models with the highest average transaction amount.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT atm_model_name, AVG(transaction_amount) as Avg_trnsaction_amount from master_table group by atm_model_name order by Avg_trnsaction_amount DESC;"
,List the top 5 dates with the highest total cash withdrawals.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, SUM(transaction_amount) AS total_cash_withdrawals FROM master_table WHERE transaction_type = 'withdrawals' GROUP BY date ORDER BY total_cash_withdrawals DESC LIMIT 5;"
,How many transactions occurred in each quarter of the year?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT QUARTER(date) AS quarter, COUNT(*) AS total_transactions FROM atm_transactions GROUP BY quarter;"
,Find the account number with the highest total transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT account_number, SUM(transaction_amount) AS total_transactions FROM master_table GROUP BY account_number ORDER BY total_transactions DESC LIMIT 1;"
,"What is the total transaction amount on a specific date (e.g., 2023-12-31)?","CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT SUM(transaction_amount) AS total_amount FROM master_table WHERE date = '2023-12-31';
,Find the average withdrawal amount for a ATMITM111 ATM model.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT AVG(transaction_amount) FROM master_table WHERE atm_model_name = 'ATMITM111';
,List the top 3 ATM models with the highest total transaction amounts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT atm_model_name, SUM(transaction_amount) AS total_transaction_amount FROM master_table GROUP BY atm_model_name ORDER BY total_transaction_amount DESC LIMIT 3;"
,Find the average transaction amount for each transaction type.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT transaction_type, AVG(transaction_amount) AS avg_amount FROM master_table GROUP BY transaction_type;"
,What is the average transaction amount for a specific ATM model?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT AVG(transaction_amount) FROM master_table WHERE atm_model_name = 'ATMITM111';
,What is the total number of transactions for a 123456 account?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) FROM master_table WHERE account_number = 123456;
,What is the average transaction amount per hour?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT HOUR(date) AS hour, AVG(transaction_amount) AS average_amount FROM master_table GROUP BY hour;"
,How many transactions occurred in each month?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT MONTH(date) AS month, COUNT(*) AS total_transactions FROM master_table GROUP BY month;"
,What is the total number of transactions for a 2023-12-30 date?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) FROM master_table WHERE date = '2023-12-30';
,Find the day with the lowest total transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(*) AS total_transactions FROM master_table GROUP BY date ORDER BY total_transactions ASC LIMIT 1;"
,List all transactions with amounts exceeding $1000.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT * FROM master_table WHERE transaction_amount > 1000;
,Find the average withdrawal amount for each month.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT MONTH(date) AS month, AVG(transaction_amount) AS avg_withdrawal FROM master_table WHERE transaction_type='withdrawals'GROUP BY month;"
,On which date did the ATM model 'ATMITM111' have the least number of transactions?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, count(*) AS transactions_count FROM master_table WHERE atm_model_name='ATMITM111' group by date ORDER BY transactions_count ASC LIMIT 1;"
,Which denomination type is most commonly used in 'Withdrawal' transactions?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type, COUNT(transaction_id) as transaction_count FROM master_table WHERE transaction_type='Withdrawals' GROUP BY denomination_type ORDER BY transaction_count DESC LIMIT 1;"
,What is the average transaction amount for each denomination type?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type, AVG(transaction_amount) as avg_transaction_amount FROM master_table GROUP BY denomination_type;"
,What is the total count of transactions in the master table?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(transaction_id) FROM master_table;
,List the different ATM models available in the master table.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT DISTINCT atm_model_name FROM master_table;
,Find the date with the highest number of transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(transaction_id) FROM master_table GROUP BY date ORDER BY COUNT(transaction_id) DESC LIMIT 1;"
,Which transaction type has the least number of denominations 10?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT transaction_type,COUNT(transaction_id) as transactions_count FROM master_table WHERE denomination_type=10 group by transaction_type ORDER BY transactions_count ASC LIMIT 1;"
,What is the average number of transactions per day?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT AVG(daily_transaction_count) FROM (SELECT date, COUNT(transaction_id) as daily_transaction_count FROM master_table GROUP BY date) as daily_counts;"
,Which ATM model has the highest number of transactions on a specific date?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT atm_model_name, COUNT(transaction_id) FROM master_table WHERE date = '2023-12-30' GROUP BY atm_model_name ORDER BY COUNT(transaction_id) DESC LIMIT 1;"
,What is the total count of transactions for each denomination type?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type, COUNT(transaction_id) FROM master_table GROUP BY denomination_type;"
,List the transaction types with no denominations 10.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT DISTINCT transaction_type FROM master_table WHERE denomination_type != 10;
,Find the average number of transactions for each ATM model.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT atm_model_name, AVG(transaction_count) FROM (SELECT atm_model_name, COUNT(transaction_id) as transaction_count FROM master_table GROUP BY atm_model_name) as avg_transactions GROUP BY atm_model_name;"
,Which ATM model has the highest number of transactions of denomination 5?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT atm_model_name, COUNT(transaction_id) FROM master_table WHERE denomination_type=5 GROUP BY atm_model_name ORDER BY COUNT(transaction_id) DESC LIMIT 1;"
,List the dates with no transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM master_table GROUP BY date HAVING COUNT(transaction_id) = 0;
